"id_month","id","year","month","day","date","focal_mins","focal_mins_non_UN","UNduration","play_secs","play_mins","percent_play","play_bouts","birthdate","birth_error","age","age_months","age_bins","age_bins6","sex","mother","mother_code","maternal_rank","maternal_rank_birth","mum_parity","weaning_age","weaning_status","fruit_consumption","fruit_consumption_full","group","group_size","ID_8","SB","AF","BB","SA","JUV","INF","play_mins_int","focal_secs","focal_secs_non_UN","fruit_bins","partner_availability","age_z","sex_b","sex_z","maternal_rank_z","maternal_rank_birth_z","mum_parity_b","mum_parity_z","weaning_status_b","weaning_status_z","fruit_consumption_z","fruit_consumption_full_z","partner_availability_z"
"AJ_2019_9","AJ",2019,9,15,"2019-09-15",575,575,0,55,0.916666666666667,0.159420289855072,1,"2017-06-03",0,2.28336755646817,27.4004106776181,"(2,3]","(24,30]","female","Tindamanyire","TN",0,NA,"Multiparous",44.35,"N",0,0,"RUK",7,3,2,1,1,2,0,1,1,34500,34500,NA,2,-0.836387177379807,0,-1.01490923682017,-1.7127497756831,NA,0,-0.512352432420236,0,-0.787453431955297,-0.824307316759347,-0.729598875914044,-1.42289500666965
"AJ_2020_2","AJ",2020,2,15,"2020-02-15",252,252,0,39,0.65,0.257936507936508,1,"2017-06-03",0,2.70225872689938,32.4271047227926,"(2,3]","(30,36]","female","Tindamanyire","TN",NA,NA,"Multiparous",44.35,"N",79.1666666666667,14.2857142857143,"RUK",7,1,2,2,2,0,0,1,1,15120,15120,"(70,80]",0,-0.635222528196744,0,-1.01490923682017,NA,NA,0,-0.512352432420236,0,-0.787453431955297,2.46250020841442,0.957351464128654,-2.43213669397033
"AJ_2020_3","AJ",2020,3,15,"2020-03-15",221,221,0,1279,21.3166666666667,9.64555052790347,7,"2017-06-03",0,2.78165639972621,33.3798767967146,"(2,3]","(30,36]","female","Tindamanyire","TN",NA,NA,"Multiparous",44.35,"N",40.5405405405405,15.4639175257732,"RUK",7,1,2,2,2,0,0,1,21,13260,13260,"(40,50]",0,-0.597093280965967,0,-1.01490923682017,NA,NA,0,-0.512352432420236,0,-0.787453431955297,0.858837361850261,1.09648138908063,-2.43213669397033
"AJ_2021_5","AJ",2021,5,15,"2021-05-15",240,240,0,0,0,0,0,"2017-06-03",0,3.94798083504449,47.3757700205339,"(3,4]","(42,48]","female","Tindamanyire","TN",NA,NA,"Multiparous",44.35,"Y",0,0,"RUK",5,1,2,0,2,0,1,0,0,14400,14400,NA,0,-0.0369877871621397,0,-1.01490923682017,NA,NA,0,-0.512352432420236,1,1.26877742666334,-0.824307316759347,-0.729598875914044,-2.43213669397033
"BB_2005_11","BB",2005,11,15,"2005-11-15",192,192,0,60,1,0.520833333333333,1,"2000-02-05",0,5.77686516084873,69.3223819301848,"(5,6]","(66,72]","female","Siato","ST",0.642149929,0.459459459,"Multiparous",55.23,"Y",14.7826086956522,6.77290836653386,"KYA",16,5,1,6,4,0,3,2,1,11520,11520,"(10,20]",4,0.841299700774373,0,-1.01490923682017,0.0924296247166186,0.239041733778746,0,-0.512352432420236,1,1.26877742666334,-0.21056934409532,0.0701903291261181,-0.413653319368976
"BB_2005_12","BB",2005,12,15,"2005-12-15",205,205,0,480,8,3.90243902439024,3,"2000-02-05",0,5.8590006844627,70.3080082135524,"(5,6]","(66,72]","female","Siato","ST",0.629943503,0.459459459,"Multiparous",55.23,"Y",38.6666666666667,20.863309352518,"KYA",16,5,1,6,4,1,2,2,8,12300,12300,"(30,40]",4,0.880743749633801,0,-1.01490923682017,0.058115537347618,0.239041733778746,0,-0.512352432420236,1,1.26877742666334,0.78103867448342,1.73407680055119,-0.413653319368976
"BB_2005_8","BB",2005,8,15,"2005-08-15",182,182,0,0,0,0,0,"2000-02-05",0,5.52498288843258,66.299794661191,"(5,6]","(66,72]","female","Siato","ST",0.571865443,0.459459459,"Multiparous",55.23,"Y",11.2,7.17948717948718,"KYA",14,3,1,6,4,0,2,1,0,10920,10920,"(10,20]",2,0.720337950938807,0,-1.01490923682017,-0.105150567330529,0.239041733778746,0,-0.512352432420236,1,1.26877742666334,-0.359310546882132,0.118201807799721,-1.42289500666965
"BB_2005_9","BB",2005,9,15,"2005-09-15",300,300,0,1140,19,6.33333333333333,2,"2000-02-05",0,5.60985626283368,67.3182751540041,"(5,6]","(66,72]","female","Siato","ST",0.620087336,0.459459459,"Multiparous",55.23,"Y",2.40963855421687,1.40350877192982,"KYA",14,3,1,6,4,0,2,1,19,18000,18000,"(0,10]",2,0.761096801426881,0,-1.01490923682017,0.0304083792030914,0.239041733778746,0,-0.512352432420236,1,1.26877742666334,-0.724264982448414,-0.56386340390985,-1.42289500666965
"BB_2006_1","BB",2006,1,15,"2006-01-15",337,337,0,30,0.5,0.148367952522255,1,"2000-02-05",0,5.94387405886379,71.3264887063655,"(5,6]","(66,72]","female","Siato","ST",0.620592384,0.459459459,"Multiparous",55.23,"Y",60.4519774011299,34.0764331210191,"KYA",16,5,3,6,2,1,2,2,0,20220,20220,"(60,70]",4,0.92150260012187,0,-1.01490923682017,0.0318281445953152,0.239041733778746,0,-0.512352432420236,1,1.26877742666334,1.68551181040278,3.29436865495213,-0.413653319368976
"BB_2006_2","BB",2006,2,15,"2006-02-15",265,235,1,180,3,1.27659574468085,2,"2000-02-05",0,6.02874743326489,72.3449691991786,"(6,7]","(72,78]","female","Siato","ST",0.615931721,0.459459459,"Multiparous",55.23,"Y",74.8251748251748,32.7217125382263,"KYA",16,5,3,6,2,1,2,2,3,15900,14100,"(70,80]",4,0.962261450609944,0,-1.01490923682017,0.0187263245064974,0.239041733778746,0,-0.512352432420236,1,1.26877742666334,2.28225202245531,3.13439441060577,-0.413653319368976
"BB_2006_3","BB",2006,3,15,"2006-03-15",300,300,0,390,6.5,2.16666666666667,3,"2000-02-05",0,6.10540725530459,73.264887063655,"(6,7]","(72,78]","female","Siato","ST",0.614718615,0.459459459,"Multiparous",55.23,"Y",82.8571428571429,29.2929292929293,"KYA",16,5,3,6,2,2,1,2,6,18000,18000,"(80,90]",4,0.999075896212074,0,-1.01490923682017,0.0153161022783153,0.239041733778746,0,-0.512352432420236,1,1.26877742666334,2.61571980733229,2.72950131629472,-0.413653319368976
"BB_2006_6","BB",2006,6,15,"2006-06-15",310,310,0,770,12.8333333333333,4.13978494623656,4,"2000-02-05",0,6.35728952772074,76.2874743326489,"(6,7]","(72,78]","female","Siato","ST",0.611532625,0.459459459,"Multiparous",55.23,"Y",45.1327433628319,21.9827586206897,"KYA",16,5,3,6,2,2,1,2,13,18600,18600,"(40,50]",4,1.12003764604764,0,-1.01490923682017,0.00635980833799556,0.239041733778746,0,-0.512352432420236,1,1.26877742666334,1.04949445818834,1.86626867320339,-0.413653319368976
"BKD_2021_11","BKD",2021,11,15,"2021-11-15",326,326,0,3176,52.9333333333333,16.2372188139059,17,"2020-02-17",0,1.74401095140315,20.9281314168378,"(1,2]","(18,24]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",12.1951219512195,2.64550264550265,"MUK",15,6,1,8,0,0,3,3,53,19560,19560,"(10,20]",5,-1.09540309822336,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.317995502868652,-0.417200664795026,0.0909675242813615
"BKD_2021_12","BKD",2021,12,15,"2021-12-15",251,251,0,4143,69.05,27.5099601593625,29,"2020-02-17",0,1.82614647501711,21.9137577002053,"(1,2]","(18,24]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",11.5384615384615,2.01342281879195,"MUK",15,6,1,8,0,0,3,3,69,15060,15060,"(10,20]",5,-1.05595904936394,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.345258446693536,-0.491840774297288,0.0909675242813615
"BKD_2021_5","BKD",2021,5,15,"2021-05-15",264,264,0,501,8.35,3.16287878787879,1,"2020-02-17",0,1.24024640657084,14.8829568788501,"(1,2]","(12,18]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",0,0,"MUK",14,7,1,6,0,1,3,3,8,15840,15840,NA,6,-1.3373265978945,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.824307316759347,-0.729598875914044,0.595588367931699
"BKD_2021_6","BKD",2021,6,15,"2021-06-15",414,414,0,1407,23.45,5.66425120772947,11,"2020-02-17",0,1.32511978097194,15.9014373716632,"(1,2]","(12,18]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",0,0,"MUK",14,7,1,6,0,1,3,3,23,24840,24840,NA,6,-1.29656774740642,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.824307316759347,-0.729598875914044,0.595588367931699
"BKD_2021_7","BKD",2021,7,15,"2021-07-15",181,181,0,748,12.4666666666667,6.88766114180479,5,"2020-02-17",0,1.4072553045859,16.8870636550308,"(1,2]","(12,18]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",0,0,"MUK",14,7,1,6,0,1,3,3,12,10860,10860,NA,6,-1.257123698547,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.824307316759347,-0.729598875914044,0.595588367931699
"BKD_2021_8","BKD",2021,8,15,"2021-08-15",187,187,0,1973,32.8833333333333,17.5846702317291,11,"2020-02-17",0,1.492128678987,17.9055441478439,"(1,2]","(12,18]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",10,1.44927536231884,"MUK",15,6,1,8,0,0,3,3,33,11220,11220,"(0,10]",5,-1.21636484805892,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.409131629368976,-0.558458986344496,0.0909675242813615
"BKD_2021_9","BKD",2021,9,15,"2021-09-15",338,307,1,2561,42.6833333333333,13.9033659066232,18,"2020-02-17",0,1.57700205338809,18.9240246406571,"(1,2]","(18,24]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",0,0,"MUK",15,6,1,8,0,0,3,3,43,20280,18420,NA,5,-1.17560599757086,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.824307316759347,-0.729598875914044,0.0909675242813615
"BKD_2022_1","BKD",2022,1,15,"2022-01-15",256,256,0,3546,59.1,23.0859375,18,"2020-02-17",0,1.91101984941821,22.9322381930185,"(1,2]","(18,24]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",28,5.69105691056911,"MUK",15,6,1,8,0,0,3,3,59,15360,15360,"(20,30]",5,-1.01520019887586,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,0.33818460793369,-0.0575617485799615,0.0909675242813615
"BKD_2022_10","BKD",2022,10,15,"2022-10-15",460,417,2,2183,36.3833333333333,8.72501998401279,24,"2020-02-17",0,2.65845311430527,31.9014373716632,"(2,3]","(30,36]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",5.76923076923077,1.28755364806867,"MUK",18,9,1,8,0,1,3,5,36,27600,25020,"(0,10]",8,-0.656259354255102,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.584782881726441,-0.577556141403759,1.60483005523238
"BKD_2022_11","BKD",2022,11,15,"2022-11-15",449,449,0,2072,34.5333333333333,7.69116555308092,21,"2020-02-17",0,2.74332648870637,32.9199178644764,"(2,3]","(30,36]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",2.85714285714286,0.881057268722467,"MUK",18,9,1,8,0,1,3,5,35,26940,26940,"(0,10]",8,-0.615500503767027,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.705685691790669,-0.625557885779253,1.60483005523238
"BKD_2022_12","BKD",2022,12,15,"2022-12-15",381,381,0,1471,24.5166666666667,6.43482064741907,15,"2020-02-17",0,2.82546201232033,33.9055441478439,"(2,3]","(30,36]","male","Bwebisha","BS",0.177419355,0,"Primiparous",60,"N",5.88235294117647,1.98019801980198,"MUK",18,9,1,8,0,1,3,5,25,22860,22860,"(0,10]",8,-0.576056454907604,1,0.984426097198365,-1.21399745879511,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.580086324176776,-0.495764175314067,1.60483005523238
"BKD_2022_3","BKD",2022,3,15,"2022-03-15",276,276,0,1085,18.0833333333333,6.55193236714976,9,"2020-02-17",0,2.072553045859,24.870636550308,"(2,3]","(24,30]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",50,10.4651162790698,"MUK",16,7,1,8,0,1,3,3,18,16560,16560,"(40,50]",6,-0.937626902785662,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,1.2515711201925,0.506190326675377,0.595588367931699
"BKD_2022_4","BKD",2022,4,15,"2022-04-15",421,388,1,1279,21.3166666666667,5.49398625429553,15,"2020-02-17",0,2.1574264202601,25.8891170431211,"(2,3]","(24,30]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",76.1904761904762,16.580310880829,"MUK",16,7,1,8,0,1,3,3,21,25260,23280,"(70,80]",6,-0.896868052297587,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,2.33893601573871,1.22831239957592,0.595588367931699
"BKD_2022_5","BKD",2022,5,15,"2022-05-15",485,485,0,2972,49.5333333333333,10.213058419244,38,"2020-02-17",0,2.23956194387406,26.8747433264887,"(2,3]","(24,30]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",57.6923076923077,10.2389078498294,"MUK",16,7,1,8,0,1,3,3,50,29100,29100,"(50,60]",6,-0.857424003438165,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,1.57093703356971,0.479478159611444,0.595588367931699
"BKD_2022_6","BKD",2022,6,15,"2022-06-15",693,693,0,4023,67.05,9.67532467532467,31,"2020-02-17",0,2.32443531827515,27.8932238193018,"(2,3]","(24,30]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",28,5.12820512820513,"MUK",16,7,1,8,0,1,3,3,67,41580,41580,"(20,30]",6,-0.816665152950095,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,0.33818460793369,-0.12402695897564,0.595588367931699
"BKD_2022_7","BKD",2022,7,15,"2022-07-15",481,481,0,2127,35.45,7.37006237006237,14,"2020-02-17",0,2.40657084188912,28.8788501026694,"(2,3]","(24,30]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",10.8108108108108,3.36134453781513,"MUK",17,8,1,8,0,1,3,4,35,28860,28860,"(10,20]",7,-0.777221104090668,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.375468735796785,-0.332669384139292,1.10020921158204
"BKD_2022_8","BKD",2022,8,15,"2022-08-15",658,607,2,5288,88.1333333333333,14.5194947830862,39,"2020-02-17",0,2.49144421629021,29.8973305954826,"(2,3]","(24,30]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",0,0,"MUK",17,8,1,8,0,1,3,4,88,39480,36420,NA,7,-0.736462253602598,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.824307316759347,-0.729598875914044,1.10020921158204
"BKD_2022_9","BKD",2022,9,15,"2022-09-15",553,553,0,2356,39.2666666666667,7.10066305003014,23,"2020-02-17",0,2.57631759069131,30.9158110882957,"(2,3]","(30,36]","male","Bwebisha","BS",0,0,"Primiparous",60,"N",15.5172413793103,3.3210332103321,"MUK",18,9,1,8,0,1,3,5,39,33180,33180,"(10,20]",8,-0.695703403114524,1,0.984426097198365,-1.7127497756831,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.180069181153602,-0.337429608671647,1.60483005523238
"BKD_2023_1","BKD",2023,1,15,"2023-01-15",215,215,0,769,12.8166666666667,5.96124031007752,4,"2020-02-17",0,2.91033538672142,34.9240246406571,"(2,3]","(30,36]","male","Bwebisha","BS",NA,0,"Primiparous",60,"N",21.2121212121212,5.73770491803279,"MUK",18,9,1,8,0,1,3,5,13,12900,12900,"(20,30]",8,-0.535297604419535,1,0.984426097198365,NA,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,0.0563683837656806,-0.0520532475362396,1.60483005523238
"BKD_2023_2","BKD",2023,2,15,"2023-02-15",320,320,0,1302,21.7,6.78125,7,"2020-02-17",0,2.99520876112252,35.9425051334702,"(2,3]","(30,36]","male","Bwebisha","BS",NA,0,"Primiparous",60,"N",20.5882352941176,5.26315789473684,"MUK",18,9,1,8,0,1,3,5,22,19200,19200,"(20,30]",8,-0.494538753931461,1,0.984426097198365,NA,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,0.0304661572796489,-0.108090855898314,1.60483005523238
"BKD_2023_3","BKD",2023,3,15,"2023-03-15",398,363,2,3025,50.4166666666667,13.8888888888889,26,"2020-02-17",0,3.07186858316222,36.8624229979466,"(3,4]","(36,42]","male","Bwebisha","BS",NA,0,"Primiparous",60,"N",19.6428571428571,6.17977528089888,"MUK",19,10,1,8,0,1,4,5,50,23880,21780,"(10,20]",9,-0.457724308329331,1,0.984426097198365,NA,-0.983529667335734,1,1.95003102511667,0,-0.787453431955297,-0.00878364509969263,0.000149304890942882,2.10945089888271
